47;48;50;76;41;55;89;57;65;49;47;43;54;50;40;63;62;57;81;33;28;60;56;52;63;57;49;51;48;50;62;52;90;80;54;35;93;67;54;52;25;73;79;51;30;36;60;71;70;69;81;51;41;67;63;36;74;25;22;21;88;60;45;57;56;61;66;67;24;31;34;51;78;74;61;61;40;85;74;30;64;85;53;62;59;67;43;82;69;50;59;60;69;43;47;56;41;46;72;78
72;60;56;54;55;56;88;73;51;61;57;54;79;52;43;51;46;78;46;44;68;81;78;70;83;84;56;67;28;40;60;87;66;77;38;78;49;36;40;89;52;51;41;61;74;20;46;72;59;65;88;82;59;61;75;28;31;76;58;65;33;69;63;40;60;84;56;42;40;47;40;77;42;67;61;63;36;45;86;45;49;20;60;66;24;65;66;52;73;43;51;51;37;73;58;50;69;60;38;73
85;83;63;67;79;42;46;84;46;65;53;69;60;49;66;75;48;54;56;76;34;46;23;42;55;60;37;74;78;46;35;62;83;42;53;49;52;60;53;47;26;58;96;89;66;68;74;58;56;68;39;39;71;41;77;41;48;95;60;44;42;41;68;26;70;81;69;60;73;68;75;69;48;50;69;57;36;53;68;62;56;43;45;52;35;64;59;67;58;75;70;79;66;87;56;79;71;53;94;33
53;46;88;78;64;50;72;66;54;58;63;59;48;37;72;72;90;36;55;80;85;69;71;33;27;71;80;57;43;59;73;29;54;44;45;35;77;83;48;43;60;33;32;47;63;33;96;79;86;49;46;60;76;71;50;77;66;28;57;57;42;54;83;55;38;67;37;70;39;29;38;79;29;58;45;64;28;39;52;75;50;24;81;46;36;62;58;80;91;56;64;48;57;60;82;76;55;57;64;59
93;44;66;66;56;38;58;57;68;95;34;38;56;94;54;47;59;60;62;41;59;61;54;68;83;86;51;59;52;35;88;95;63;56;64;73;67;77;39;47;73;49;34;73;42;67;63;48;39;41;44;70;72;60;73;83;81;47;40;75;64;79;82;71;94;66;46;39;58;57;47;62;45;49;47;33;79;58;34;54;42;49;36;40;23;72;59;24;34;87;61;52;66;64;83;84;33;54;87;42
82;56;56;76;49;79;61;56;61;64;48;65;68;53;29;57;33;86;58;80;59;56;62;31;83;42;68;72;57;70;68;63;52;90;76;61;91;64;49;50;62;55;70;42;79;79;43;88;35;61;66;60;35;62;56;24;61;44;62;35;89;44;41;49;77;27;64;80;49;59;71;39;81;46;36;66;66;36;75;82;65;51;73;45;65;73;56;66;54;81;78;45;69;72;82;77;52;81;59;68
81;34;37;63;56;80;45;90;86;94;27;66;60;59;43;65;32;78;61;42;52;63;47;41;58;63;73;46;57;56;59;31;50;38;41;44;69;53;30;64;49;62;75;24;27;66;51;62;59;41;62;53;41;50;51;65;65;46;64;80;81;51;47;61;72;95;40;36;32;57;53;42;80;78;24;91;77;57;34;40;38;93;45;45;56;65;80;61;54;61;26;85;23;52;55;83;59;57;75;46
64;64;46;24;61;67;64;53;30;72;67;32;82;88;61;58;40;93;74;49;37;62;59;58;78;39;50;48;86;63;56;27;44;72;31;66;61;76;89;62;59;70;61;58;24;57;31;61;41;75;54;35;51;81;74;43;39;25;63;65;44;34;61;87;76;74;35;46;75;63;65;44;71;68;49;44;32;56;60;33;61;55;83;60;59;64;35;53;77;78;49;47;34;45;35;89;56;64;37;86
54;62;70;60;36;86;62;94;38;57;39;67;33;62;67;50;65;90;45;35;58;63;87;72;42;49;70;69;39;56;81;45;41;55;82;42;41;47;43;69;56;62;75;61;55;63;62;52;61;48;94;47;37;56;63;52;59;68;68;51;89;46;55;35;68;66;65;49;59;61;56;57;66;41;71;57;59;68;38;85;51;55;64;97;93;53;55;92;48;36;46;31;75;92;49;65;48;83;51;78
53;75;42;44;62;65;86;48;74;84;66;46;39;86;80;65;63;31;88;49;91;53;28;59;53;61;35;96;55;73;73;65;39;42;74;57;58;44;41;76;49;59;76;59;57;69;58;81;59;44;80;78;44;43;39;63;45;74;49;81;75;87;81;49;58;71;71;34;84;64;39;64;60;41;75;44;35;60;92;57;59;55;54;71;68;56;65;78;54;47;51;75;31;45;67;55;93;62;85;66
59;41;74;91;96;75;33;48;76;49;65;68;80;68;75;46;40;63;47;56;48;58;67;54;52;61;53;85;73;59;53;87;55;62;98;70;58;83;65;47;42;52;52;81;39;30;79;61;81;53;51;78;57;60;32;35;62;41;28;68;78;33;55;39;21;81;55;76;68;62;35;31;56;33;75;56;67;55;58;73;79;83;65;49;43;34;70;58;61;62;38;44;61;34;48;56;78;63;54;79
95;37;64;29;35;87;27;46;91;40;67;59;74;38;89;52;61;71;90;44;47;33;44;72;57;58;55;58;58;27;82;43;62;61;35;79;46;55;48;29;48;75;39;65;33;64;62;75;59;82;57;56;50;60;55;52;63;26;47;37;65;25;49;28;76;64;63;32;32;63;76;25;59;67;83;41;41;52;77;44;47;52;29;32;86;42;80;30;39;79;36;81;66;37;39;41;80;56;51;51
44;67;80;33;43;66;70;37;51;45;62;53;32;35;69;42;83;86;75;56;61;45;26;42;71;65;45;47;67;58;67;59;40;62;34;34;73;64;44;64;83;58;66;90;60;37;41;35;74;71;58;54;46;50;81;47;58;96;74;65;36;51;22;35;36;58;63;25;71;49;84;56;67;53;63;53;53;70;56;68;83;58;66;30;76;35;63;70;68;58;52;36;84;65;50;77;35;62;44;57
77;60;56;56;65;70;57;44;56;97;90;46;31;66;59;42;55;44;90;30;50;42;66;87;44;80;43;79;75;61;45;96;51;27;50;63;95;32;68;42;66;65;84;75;92;78;50;67;42;67;70;37;36;71;53;30;84;59;47;32;43;48;32;35;76;40;30;65;57;65;22;94;65;57;65;62;50;52;46;74;61;96;66;66;63;81;62;86;58;87;70;44;51;41;57;82;75;76;62;52
50;55;63;73;57;55;50;67;70;67;36;75;87;55;72;60;48;31;23;55;66;67;77;23;55;51;59;48;26;64;82;49;65;86;45;58;31;89;66;47;78;53;74;70;48;56;54;45;56;61;69;70;47;73;81;34;52;58;38;73;79;49;55;72;51;70;59;74;71;41;58;79;89;66;59;53;38;63;48;39;37;48;73;53;47;42;63;55;89;68;34;58;42;82;70;50;65;45;49;53
25;21;51;57;72;80;68;42;34;58;75;53;51;83;61;47;79;49;64;90;53;79;91;40;71;59;57;52;37;57;37;79;79;58;72;39;28;59;83;57;90;36;59;85;45;51;57;68;64;69;63;30;75;87;66;59;40;53;56;49;75;67;45;66;71;61;56;77;42;85;51;78;95;71;60;82;67;72;36;52;44;64;61;56;45;54;71;59;44;44;59;59;42;79;63;51;70;57;45;40
73;44;71;66;33;44;85;64;38;47;76;57;69;66;91;56;64;26;75;73;76;54;91;49;58;48;62;85;82;78;57;59;91;49;56;37;81;91;70;59;58;76;37;53;78;30;54;73;76;92;30;40;71;44;49;37;53;36;43;53;51;59;39;45;69;93;60;72;79;48;58;56;68;88;83;43;52;80;30;48;56;33;87;38;41;50;47;52;66;63;60;28;33;74;63;70;65;58;41;81
51;37;28;39;52;60;52;32;83;70;55;59;68;45;87;56;81;41;27;46;40;83;54;44;68;90;43;36;34;45;61;86;50;98;35;78;77;40;52;36;68;60;55;81;54;62;47;84;70;70;46;64;60;86;59;44;70;78;72;34;59;63;57;89;75;50;39;51;91;71;68;41;62;82;42;66;59;63;66;67;56;64;44;51;46;80;77;62;80;81;65;48;80;41;63;78;57;36;37;79
59;63;81;53;58;33;62;93;65;60;74;93;37;59;49;31;29;70;54;66;75;56;56;37;30;53;28;41;53;55;95;94;64;68;53;49;59;69;51;73;81;59;39;58;85;44;75;59;66;43;32;83;68;74;68;46;69;72;87;46;30;68;57;46;67;61;46;36;54;64;56;55;65;49;53;57;42;93;28;64;60;34;69;59;72;67;78;66;46;73;41;36;47;58;59;50;63;46;84;77
61;75;66;81;62;62;75;44;48;39;57;75;39;79;76;55;79;45;31;93;38;90;44;67;74;66;38;51;76;65;70;38;80;42;68;70;35;78;88;59;90;47;74;50;55;48;35;67;22;72;73;71;77;42;38;34;67;56;36;96;62;72;32;85;41;24;36;37;72;51;43;67;51;74;37;45;63;81;75;68;81;67;54;61;63;56;70;33;40;58;41;53;96;73;56;57;28;53;75;32
70;85;59;69;61;77;49;62;60;72;54;60;96;34;61;91;93;84;44;45;52;48;28;41;80;23;57;38;57;59;57;40;59;50;68;80;80;59;50;45;58;67;57;46;37;58;75;64;69;47;59;58;66;60;56;64;66;92;46;31;64;74;42;86;53;47;34;74;61;72;45;49;48;71;53;40;32;55;68;54;59;66;51;76;50;43;86;49;49;69;61;75;61;63;64;63;73;36;27;44
57;61;54;68;53;58;83;44;52;89;65;60;49;46;62;74;65;41;56;59;51;68;64;71;77;65;68;49;64;46;29;42;49;47;32;71;59;61;34;79;45;59;63;55;41;59;28;54;44;64;68;62;48;72;46;68;55;46;80;78;30;42;79;75;47;61;62;40;55;54;62;64;71;74;26;27;41;68;65;49;70;45;69;39;44;74;57;84;50;43;50;48;54;64;32;62;63;52;60;48
25;73;30;34;74;49;65;52;60;71;69;53;63;67;61;32;37;91;71;70;55;45;57;51;55;64;84;57;35;70;41;36;84;80;35;69;56;21;72;56;69;89;32;77;71;52;33;47;66;42;27;79;75;45;82;77;44;24;67;74;74;87;63;49;76;66;56;55;42;73;73;40;94;56;84;58;87;64;56;91;46;56;57;76;59;32;29;57;60;88;40;69;66;50;70;57;74;70;57;69
38;93;74;61;67;77;33;61;54;79;76;55;75;40;66;53;60;66;69;65;68;75;53;63;89;45;69;68;63;55;40;60;46;53;64;42;77;54;49;47;60;83;80;36;36;72;52;39;74;37;37;58;55;60;34;52;72;46;60;93;46;75;82;46;50;51;57;67;51;44;59;75;70;60;68;60;73;79;58;49;84;55;53;66;50;62;80;89;45;91;58;60;81;82;49;68;69;72;51;87
95;46;33;55;56;52;77;69;58;56;44;68;43;81;76;79;61;59;59;52;83;30;75;45;71;46;62;30;49;51;49;74;48;34;44;41;87;65;62;66;55;46;74;58;59;73;48;79;76;41;54;73;49;84;86;50;72;28;59;50;70;49;45;76;71;77;53;47;64;58;46;95;85;74;50;73;47;28;49;63;69;78;70;44;44;58;68;52;61;32;76;65;66;81;44;54;60;56;69;47
50;66;67;67;77;55;49;76;61;56;31;91;70;59;46;53;80;80;73;34;53;57;98;81;73;62;49;56;72;91;43;30;71;90;50;73;55;70;69;53;52;40;61;51;68;42;60;43;52;87;87;36;44;58;73;62;92;77;58;65;60;97;58;71;39;57;42;85;49;87;62;47;92;79;42;68;73;76;79;48;80;77;85;88;84;59;54;71;46;61;42;77;46;43;64;62;53;52;82;57
68;57;54;60;47;43;76;72;38;39;98;60;69;55;68;64;80;71;67;38;57;54;52;38;37;48;48;43;62;68;54;47;63;56;59;25;54;29;57;68;45;56;25;67;52;55;92;47;55;69;62;72;69;36;81;66;87;67;68;64;76;77;63;41;80;31;72;67;45;24;57;54;76;51;51;62;64;57;62;62;34;59;62;34;73;52;42;60;61;34;70;91;28;57;42;62;49;38;70;43
46;48;60;41;73;66;52;79;49;60;69;63;55;60;85;50;49;35;61;69;55;79;69;37;35;24;35;57;77;61;32;63;66;70;33;32;42;45;82;79;28;76;45;30;47;52;26;88;42;62;37;89;46;56;75;61;63;52;42;64;58;67;59;46;57;69;60;71;75;74;57;79;33;74;48;53;36;55;43;50;33;80;67;54;36;81;74;88;53;57;66;38;50;33;77;55;37;45;74;73
58;43;62;30;87;58;54;54;64;86;58;59;64;76;42;22;45;47;66;43;68;47;50;77;89;53;49;67;68;76;45;41;59;82;80;62;77;43;52;56;47;26;42;69;65;60;57;75;53;46;61;38;88;68;90;75;43;47;68;49;53;84;48;91;65;78;46;68;62;60;31;80;30;86;58;50;44;61;47;87;63;84;65;67;77;46;74;48;59;65;23;83;73;81;91;61;29;59;37;69
67;50;58;39;72;85;46;62;77;77;58;91;71;58;73;78;66;65;28;36;68;56;40;50;70;57;63;63;49;81;75;68;35;59;57;58;72;54;78;42;63;55;57;35;54;75;69;86;21;71;37;35;81;72;62;79;86;49;71;59;43;68;74;63;55;58;54;23;80;62;67;83;42;39;31;50;54;42;70;78;43;59;34;67;55;91;68;48;66;64;53;67;68;80;72;79;61;70;44;32
48;57;67;57;40;52;78;46;88;28;41;50;57;66;76;35;88;69;67;75;67;36;57;65;70;68;39;65;47;56;80;74;66;71;26;54;65;56;52;62;37;51;28;81;63;70;92;70;62;71;63;63;31;59;68;40;83;70;54;37;61;70;80;72;49;37;53;44;56;33;81;63;59;59;40;70;35;49;57;43;84;74;51;39;86;72;64;46;58;53;58;46;73;68;71;33;51;30;76;92
27;76;48;91;68;35;69;62;86;61;63;55;48;64;71;49;28;52;31;55;87;41;59;72;60;69;59;58;58;40;74;89;79;37;44;78;66;59;56;56;68;54;50;97;86;32;74;92;52;64;74;36;50;64;75;87;55;79;55;58;55;33;88;47;90;59;56;42;49;32;47;54;75;37;71;43;88;43;24;59;54;62;69;34;63;53;48;46;47;81;58;25;36;58;33;45;59;39;71;84
22;42;58;87;64;34;51;46;49;58;69;45;50;81;50;82;61;25;42;81;44;91;35;48;51;61;68;54;43;53;62;57;55;74;38;83;64;49;41;46;57;76;56;78;27;30;55;44;41;61;78;31;59;63;44;62;56;67;32;62;64;66;71;52;49;36;69;55;36;81;44;58;79;54;68;80;52;86;89;54;61;56;52;88;81;41;55;52;40;73;71;53;52;96;61;33;34;64;49;41
48;87;47;53;27;60;57;56;35;64;66;91;53;47;58;81;51;51;70;35;65;54;62;54;55;65;37;62;60;49;71;54;63;52;63;54;71;47;65;49;50;74;45;28;50;67;72;84;49;61;59;35;51;83;88;54;75;61;61;43;81;25;30;54;79;57;73;76;32;32;23;64;60;65;36;36;71;84;59;75;72;98;41;24;55;81;53;60;65;60;63;44;44;38;76;70;90;60;89;55
43;57;86;55;37;66;28;27;94;92;61;74;68;49;45;63;50;63;61;89;61;45;53;53;67;76;83;47;32;49;56;78;60;26;54;52;59;57;42;28;77;31;31;32;73;32;74;57;42;37;41;60;63;77;96;71;75;31;44;76;25;55;43;54;70;55;47;73;81;33;69;41;34;58;56;55;87;40;86;68;94;54;39;69;67;59;25;56;61;60;65;22;58;65;37;48;66;87;58;57
65;51;79;49;70;76;67;84;57;38;73;77;52;53;75;40;58;68;74;47;52;58;60;72;84;46;84;66;36;27;63;70;76;61;44;61;55;33;88;61;46;52;59;72;52;35;79;73;32;89;67;71;52;70;77;82;26;69;60;60;39;92;69;60;59;52;69;40;46;56;53;58;53;52;61;40;89;36;47;58;78;64;22;68;42;56;47;70;22;59;58;59;40;71;53;76;77;46;46;90
41;61;80;56;84;38;47;76;65;43;84;86;34;43;65;71;51;63;69;35;49;85;68;80;53;57;73;62;43;66;70;86;60;67;51;49;97;45;77;70;73;55;76;63;46;41;82;46;27;64;62;25;69;58;59;56;95;61;42;54;50;77;81;39;59;53;67;44;49;87;43;39;40;37;34;75;53;62;75;87;79;87;58;53;27;97;69;64;69;69;61;84;67;47;27;82;59;46;63;78
60;74;84;54;78;41;66;74;63;33;47;51;41;96;73;77;54;56;77;54;67;98;59;51;59;76;31;57;56;46;52;84;77;48;71;79;39;52;42;37;77;71;73;80;51;29;63;54;40;82;39;59;50;49;90;40;53;81;33;35;89;50;65;42;66;90;64;60;72;49;39;67;24;37;55;64;86;59;65;53;63;68;49;29;52;73;49;48;55;36;57;28;56;58;72;36;39;70;70;73
33;53;61;67;86;43;49;54;69;69;51;62;51;53;35;73;56;25;81;48;70;79;83;59;52;55;50;31;44;43;70;80;52;60;33;45;72;62;69;33;41;34;73;81;56;88;51;33;67;59;28;64;85;80;46;74;46;71;57;60;55;47;58;48;44;25;62;52;57;61;59;75;46;37;79;39;87;86;55;61;70;59;63;80;49;85;80;53;62;54;57;56;66;58;45;62;71;52;52;60
55;67;69;57;65;25;52;49;38;71;45;69;64;28;81;66;58;61;66;62;60;66;67;45;63;74;50;64;44;46;68;61;82;96;46;85;55;54;53;61;69;72;48;58;55;55;41;25;88;56;44;56;85;41;66;77;57;27;89;60;67;74;56;71;49;52;71;62;81;34;34;61;93;28;86;33;67;58;35;63;48;72;84;71;57;53;77;65;35;73;43;32;79;88;69;49;93;35;49;74
55;50;42;68;51;40;75;59;60;73;82;36;57;71;57;55;81;59;25;58;73;90;38;93;58;59;81;31;85;63;62;85;36;37;39;85;38;38;91;50;39;50;91;56;40;59;58;79;49;39;39;42;54;48;94;82;58;55;58;56;75;44;71;59;64;34;68;88;87;77;42;65;59;82;44;69;77;68;72;67;56;49;41;52;80;72;38;58;47;62;81;45;52;81;95;68;60;70;69;69
79;46;93;21;39;60;20;66;78;88;54;85;51;51;92;61;46;57;55;81;59;73;44;61;46;78;63;49;52;82;64;85;60;39;59;25;54;64;93;36;89;72;21;53;65;23;69;66;40;63;81;50;62;60;65;71;64;61;43;80;33;90;50;75;69;77;58;65;52;92;54;51;57;46;80;44;72;59;61;69;70;56;90;39;26;80;57;34;38;77;64;45;78;43;54;58;70;52;40;57
58;55;66;71;56;54;82;67;54;73;76;39;75;51;60;75;59;55;62;63;92;34;92;71;82;47;61;59;34;80;51;67;38;28;41;54;52;35;62;30;57;73;57;60;65;57;75;63;84;57;53;54;43;29;55;51;82;50;67;72;50;39;55;92;56;74;43;45;44;65;29;39;53;36;56;76;53;66;43;50;54;67;45;64;75;83;44;47;48;63;30;33;37;56;45;77;85;67;47;49
72;69;73;72;63;52;58;52;89;43;94;81;84;61;68;80;39;52;81;45;82;48;70;41;80;59;55;59;66;83;56;78;37;36;95;38;79;53;52;72;80;62;63;70;49;90;55;63;58;77;49;65;74;71;75;71;67;40;75;70;56;37;66;68;76;64;38;34;69;63;37;44;61;39;68;37;80;57;58;73;42;52;82;60;67;45;77;48;51;64;92;38;54;57;44;33;39;72;48;57
55;57;73;41;85;44;45;29;75;55;62;38;47;59;87;57;41;87;62;59;39;51;73;65;71;52;50;47;56;60;62;60;46;54;89;46;78;70;82;57;76;44;69;75;82;74;89;67;83;57;41;91;73;48;59;49;39;45;78;67;81;63;62;70;85;77;49;69;39;68;41;65;56;39;59;55;39;73;54;92;64;74;49;57;92;42;50;72;74;52;72;94;41;46;22;59;48;88;58;76
63;33;92;64;68;93;66;38;35;71;69;55;63;91;90;76;22;48;58;42;87;42;56;75;58;90;51;56;63;76;86;97;87;26;65;61;94;36;73;36;62;59;92;58;77;63;63;60;42;69;72;93;32;50;35;56;46;63;33;60;20;84;58;68;36;82;65;46;68;87;64;60;61;43;76;68;55;69;52;83;78;79;92;92;45;39;71;68;67;46;64;54;91;75;92;52;51;58;53;47
55;34;33;36;65;30;48;36;60;33;35;50;44;53;48;79;59;66;63;88;77;51;58;62;72;67;78;57;49;89;71;63;43;53;85;63;46;43;63;63;52;68;54;79;66;57;94;50;63;58;53;67;48;45;61;77;91;93;84;33;85;40;61;50;43;56;79;94;33;82;79;61;44;72;61;51;71;55;60;63;45;47;48;92;59;45;57;83;55;36;73;41;66;72;66;51;57;58;61;50
49;82;61;61;53;56;63;72;67;59;83;70;59;47;91;57;77;76;63;85;53;75;90;74;49;62;26;40;55;50;75;60;71;72;51;63;41;79;28;35;70;74;37;49;41;79;86;46;50;68;73;78;71;44;86;69;41;66;57;44;58;60;87;54;72;33;42;50;64;81;56;30;43;47;41;46;89;41;64;57;33;80;43;60;50;48;66;72;67;39;53;67;66;63;71;81;58;65;61;78
62;68;50;41;57;53;31;45;42;87;56;30;54;38;74;63;57;38;64;74;72;46;52;43;68;89;26;62;62;66;54;74;67;38;56;57;61;32;46;60;51;72;80;56;71;40;33;48;65;64;87;89;49;57;31;81;54;52;47;85;79;46;80;60;79;47;49;56;54;32;24;56;40;52;68;73;50;51;61;52;68;51;40;21;89;59;52;60;86;22;62;51;50;29;76;89;56;40;37;44
62;76;52;68;56;59;76;74;51;28;85;39;72;50;43;62;71;64;49;73;76;64;63;34;79;57;61;31;58;85;48;56;39;62;54;64;77;68;60;68;52;64;51;49;67;71;69;49;33;71;61;73;55;77;72;47;53;32;74;76;70;57;51;63;55;84;37;86;51;31;55;68;67;92;49;69;64;85;83;58;69;44;56;52;47;65;72;49;63;64;76;51;89;59;55;64;43;88;61;25
51;40;92;70;57;51;63;43;46;53;60;83;43;67;56;57;39;80;54;67;55;57;53;62;68;65;74;47;66;34;68;93;29;62;75;45;24;61;45;77;53;32;83;43;76;27;43;27;59;56;39;59;79;72;31;43;54;41;70;25;78;64;47;60;44;91;38;82;74;54;72;28;51;64;52;76;69;78;62;78;94;58;61;56;88;47;33;61;94;61;74;55;55;67;52;31;65;63;76;47
61;69;58;54;72;51;71;53;65;58;71;77;76;80;67;67;76;68;62;38;44;39;60;39;46;46;77;50;80;94;41;64;47;43;32;49;74;42;84;67;59;77;54;67;69;49;50;76;32;76;66;79;57;81;27;50;68;37;82;65;69;34;71;50;38;77;91;72;62;61;76;52;75;54;34;71;76;65;63;34;57;82;56;89;49;52;69;64;46;32;60;55;45;66;58;73;57;42;78;67
41;62;68;49;65;43;40;54;35;50;46;65;82;70;30;79;48;81;47;86;63;61;48;75;32;50;82;78;93;48;70;44;46;66;39;65;45;58;70;44;53;58;77;50;54;51;50;40;62;61;48;62;80;45;51;46;75;43;63;74;88;59;30;37;68;49;80;40;77;70;47;94;33;63;58;41;21;52;51;62;57;75;45;77;69;74;50;58;84;67;58;60;74;59;62;29;29;91;51;61
43;38;62;66;64;67;31;61;51;68;48;78;82;26;57;69;51;50;42;70;42;54;74;88;45;52;44;56;62;45;53;63;32;51;29;50;42;62;48;39;81;54;62;66;54;79;48;62;49;50;58;60;56;74;79;49;74;61;53;54;36;59;48;69;49;24;58;86;37;42;39;36;77;75;44;45;78;73;40;79;87;57;89;48;51;75;79;95;57;66;71;52;44;52;49;65;68;56;47;44
50;86;40;72;70;50;56;65;33;69;69;61;57;23;36;88;85;52;42;32;87;65;78;63;56;45;79;70;80;60;46;91;59;60;74;51;27;73;43;46;27;92;91;31;42;88;39;23;83;58;58;58;58;46;34;29;44;50;75;67;39;56;73;33;40;58;34;62;46;66;78;87;96;85;79;47;78;29;64;66;72;54;75;58;45;68;68;66;83;36;75;51;41;46;80;50;77;91;74;75
66;57;46;58;56;53;60;67;50;76;55;74;74;96;66;70;75;41;39;84;91;43;84;30;57;65;60;69;48;65;79;61;73;63;36;30;89;71;70;53;47;33;32;62;58;43;92;74;49;61;83;47;48;67;43;91;65;68;48;85;76;73;77;55;81;55;49;41;54;53;40;50;64;66;35;64;40;78;44;55;48;85;30;62;50;53;29;61;84;71;54;56;52;45;74;50;31;84;61;74
70;76;50;45;71;59;54;88;40;34;53;54;72;46;84;73;62;39;72;50;74;49;58;63;64;68;71;83;74;42;67;56;63;60;38;52;26;46;39;33;44;43;47;75;32;53;60;38;42;65;72;74;60;34;62;41;52;22;36;63;53;64;81;78;38;49;72;66;79;53;74;65;59;36;47;88;49;42;74;65;47;51;74;81;41;59;92;54;80;59;31;69;56;67;66;75;46;35;72;45
62;41;85;77;70;41;41;40;43;32;37;54;58;22;36;54;90;64;63;38;56;70;70;35;46;29;32;43;68;65;36;78;60;30;78;47;67;41;60;90;70;25;29;45;44;69;36;62;51;66;49;50;45;63;52;65;34;40;70;61;64;57;32;76;69;46;66;57;57;66;61;48;42;89;73;31;42;59;66;35;51;85;56;68;54;45;66;84;60;68;68;45;61;48;56;76;45;48;59;64
52;58;47;33;28;59;44;67;69;48;54;78;41;68;81;55;65;60;63;67;86;65;61;73;89;52;48;87;65;47;38;76;53;31;62;65;51;70;94;62;47;80;71;52;88;57;53;46;89;71;44;76;47;93;63;56;59;86;27;59;57;35;61;66;39;84;31;82;42;40;96;84;52;83;50;73;59;75;54;54;27;82;43;48;70;50;55;67;71;84;31;53;62;60;58;48;86;76;73;58
86;56;50;90;61;78;41;73;64;58;61;44;82;35;55;41;49;41;56;59;75;90;68;86;51;49;64;55;59;56;46;42;82;43;45;59;66;93;57;49;58;37;54;74;39;67;71;52;87;77;71;51;23;32;49;76;74;31;52;70;73;55;50;25;75;68;86;82;88;58;42;25;37;58;67;60;48;37;59;46;66;58;65;76;72;73;70;50;40;79;96;76;70;64;57;79;57;58;41;76
